DOC_ID,REPOSITORY,BOOK_SOURCE,VERBATIM,CONTAINING_ELEMENT,PATH_TO_ELEMENT
NDAR_V02_1764,,"Worthington C. Ford, et al., eds., Journals of the Continental Congress (Washington, 1904-1937).","1. Ford, ed., JCC, III, 392, 393.",doc,/TaggedPDF-doc/div/doc[1764]/src
NDAR_V02_1765,"National Archives, Washington",,"1. Papers CC (Letter Books of the President of Congress), 12A, NA.",doc,/TaggedPDF-doc/div/doc[1765]/src
NDAR_V02_1766,,,"1. Pennsylvania Colonial Records, X, 417-418.",doc,/TaggedPDF-doc/div/doc[1766]/src
NDAR_V02_1767,"Maryland Archives (Hall of Records), Annapolis",,"1. Md. Arch., Red Book, XI.",doc,/TaggedPDF-doc/div/doc[1767]/src
NDAR_V02_1768,"Library of Congress, Washington",,"1. US Revolution, LC.",doc,/TaggedPDF-doc/div/doc[1768]/src
NDAR_V02_1769,,,"1. Collections of the South-Carolina Historical Society, III, 35, 37.",doc,/TaggedPDF-doc/div/doc[1769]/src
NDAR_V02_1770,"Public Record Office, London",,"1. PRO,Admiralty 51/550.",doc,/TaggedPDF-doc/div/doc[1770]/src
NDAR_V02_1771,"Public Record Office, London",,"1. PRO, Admiralty 51/466.",doc,/TaggedPDF-doc/div/doc[1771]/src
NDAR_V02_1772,"Public Record Office, London",,"1. PRO, Admiralty 51/4252.",doc,/TaggedPDF-doc/div/doc[1772]/src
NDAR_V02_1773,"Public Record Office, London",,"1. PRO, Admiralty 1/485.",doc,/TaggedPDF-doc/div/doc[1773]/src
NDAR_V02_1774,"Massachusetts Archives, Boston",,"1. Mass. Arch., vol. 164, 211. See letter from Salem, November 22, 1775.",doc,/TaggedPDF-doc/div/doc[1774]/src
NDAR_V02_1775,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1775]/src
NDAR_V02_1776,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1776]/src
NDAR_V02_1777,"Massachusetts Archives, Boston",,"1. Mass. Arch., vol. 34.",doc,/TaggedPDF-doc/div/doc[1777]/src
NDAR_V02_1778,"Massachusetts Archives, Boston",,"1. Journal of the House of Representatives, Mass. Arch.",doc,/TaggedPDF-doc/div/doc[1778]/src
NDAR_V02_1779,"Massachusetts Historical Society, Boston",,"1. John Thomas Papers, MassHS.",doc,/TaggedPDF-doc/div/doc[1779]/src
NDAR_V02_1780,"Public Record Office, London",,"1. PRO, Admiralty 51/375.",doc,/TaggedPDF-doc/div/doc[1780]/src
NDAR_V02_1781,"Public Record Office, London",,"1. Manvide's Journal, PRO, Admiralty 1/485.",doc,/TaggedPDF-doc/div/doc[1781]/src
NDAR_V02_1782,"American Antiquarian Society, Worcester","""Revolutionary Correspondence of Governor Nicholas Cooke,"" Proceedings of the American Antiquarian Society, New Series, XXXVI.","1. ""Nicholas Cooke Correspondence,"" AAS Proceedings, New Series, XXXVI, 292-293.",doc,/TaggedPDF-doc/div/doc[1782]/src
NDAR_V02_1784,,"William H. W. Sabine, ed., Historical Memoirs from 16 March 1763 to 9 July 1776 of William Smith, Historian of the Province of New York, Member of the Governor's Council and last Chief Justice of That Province under the Crown (New York, 1956). ","1. Sabine, ed., Memoirs of William Smith, 243.",doc,/TaggedPDF-doc/div/doc[1784]/src
NDAR_V02_1785,"Historical Society of Pennsylvania, Philadelphia",,"1. Joshua Humphreys' Ledger D, 1766-1776, HSP. Another bill which totalled £85.19. .3 for decking the galley Washington is in the same ledger. The additional cost included the purchase of 4 beams, 16 knees, 8 swivel stocks and ""2 pieces to Spring the Beams,"" and the payment of £9 to Humphreys for his attendance.",doc,/TaggedPDF-doc/div/doc[1785]/src
NDAR_V02_1786,"Maryland Archives (Hall of Records), Annapolis",,"1. Md. Arch., Red Book, XI. Additional depositions bearing on this event are to be found in the same source.",doc,/TaggedPDF-doc/div/doc[1786]/src
NDAR_V02_1787,"Maryland Archives (Hall of Records), Annapolis",,"1. Md. Arch., Red Book, XI.",doc,/TaggedPDF-doc/div/doc[1787]/src
NDAR_V02_1788,,"Wachovia Archives, Winston-Salem, N.C.; printed in Adelaide L. Fries, ed., Records of the Moravians in North Carolina, (Raleigh, 1925).","1. Fries, ed., Moravians in North Carolina, II, 891. A Fries footnote states: ""These reports were largely without foundation, but present an interesting study of the current rumors and their effect on the settlers. Tryon did not return to North Carolina, Governor Martin remained aboard his ship; and no royal troops landed in North Carolina during these months, though several groups of Highlanders arrived and joined their fellowcountrymen in the Cross Creek neighborhood, where loyalist officers secretly endeavored to arouse sentiment in favor of the King.""",doc,/TaggedPDF-doc/div/doc[1788]/src
NDAR_V02_1789,,,"1. Collections of the South-Carolina Historical Society, III, 37, 39.",doc,/TaggedPDF-doc/div/doc[1789]/src
NDAR_V02_1790,"Library of Congress, Washington",,"1. PRO, Colonial Office, 5/396, 573, LC Photocopy.",doc,/TaggedPDF-doc/div/doc[1790]/src
NDAR_V02_1791,"Library of Congress, Washington",,"1. PRO, Colonial Office, 5/396, 574-577, LC Photocopy.",doc,/TaggedPDF-doc/div/doc[1791]/src
NDAR_V02_1792,"Public Record Office, London",,"1. PRO, Admiralty 51/968.",doc,/TaggedPDF-doc/div/doc[1792]/src
NDAR_V02_1793,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1793]/src
NDAR_V02_1794,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1794]/src
NDAR_V02_1795,"Massachusetts Archives, Boston",,"1. Journal of the House of Representatives, Mass. Arch.",doc,/TaggedPDF-doc/div/doc[1795]/src
NDAR_V02_1796,"Massachusetts Historical Society, Boston",,"1. Adams Papers, MassHS.",doc,/TaggedPDF-doc/div/doc[1796]/src
NDAR_V02_1797,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, II, 6-8, BM.",doc,/TaggedPDF-doc/div/doc[1797]/src
NDAR_V02_1798,,,1. Whipple was en route to Philadelphia in the armed sloop Katy of the Rhode Island squadron. The Katy was subsequently taken into the Continental service as the Providence.,doc,/TaggedPDF-doc/div/doc[1798]/src
NDAR_V02_1799,"National Archives, Washington",,1. NA.,doc,/TaggedPDF-doc/div/doc[1799]/src
NDAR_V02_1800,,"Worthington C. Ford, et al., eds., Journals of the Continental Congress (Washington, 1904-1937).","1. Ford, ed., JCC, III, 395-402.",doc,/TaggedPDF-doc/div/doc[1800]/src
NDAR_V02_1801,,,"1. Pennsylvania Colonial Records, X, 419.",doc,/TaggedPDF-doc/div/doc[1801]/src
NDAR_V02_1802,,,"1. Collections of the Rhode Island Historical Society, VI, 138.",doc,/TaggedPDF-doc/div/doc[1802]/src
NDAR_V02_1803,"Historical Society of Pennsylvania, Philadelphia",,"1. Simon Gratz Autograph Collection, Case 1, Box 12, HSP.",doc,/TaggedPDF-doc/div/doc[1803]/src
NDAR_V02_1804,,,"1. Pennsylvania Magazine of History and Biography, LXXXV, 24-27; from the collection (Sir Henry Barkly Papers) of Mrs. Mona MacMillan of Long Whittenham, Berkshire, England. Gilbert Barkly was an occasional resident of Philadelphia and acted as a British spy there during the early years of the Revolut1on. He described his mission in a Memorial to General Howe dated November 10, 1776, wherein he wrote: ""I was ordered out to Philadelphia by Lord North in March 1775 with orders to exert myself to bring about an accomodation, and to give inteligence of the Proceedings of the Congress etc . . . . "" Ibid., 35. Sir Grey Cooper was Secretary of the British Treasury.",doc,/TaggedPDF-doc/div/doc[1804]/src
NDAR_V02_1805,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1805]/src
NDAR_V02_1806,,,"1. Papers CC (Letter Books of the President of Congress), 12A, IV, 20, N",doc,/TaggedPDF-doc/div/doc[1806]/src
NDAR_V02_1807,"Public Record Office, London",,"1. PRO, Admiralty 1/309. Intercepted letter.",doc,/TaggedPDF-doc/div/doc[1807]/src
NDAR_V02_1808,"Virginia Historical Society, Richmond",,"1. F. L. Lee Letters, VHS.",doc,/TaggedPDF-doc/div/doc[1808]/src
NDAR_V02_1809,,,"1. Hazard, et al., eds., Pennsylvania Archives, 2nd series, X, 48-49. Harmar was a member of the First Pennsylvania Battalion.",doc,/TaggedPDF-doc/div/doc[1809]/src
NDAR_V02_1810,"Maryland Historical Society, Baltimore",,"1. Ridgely Papers, MdHS.",doc,/TaggedPDF-doc/div/doc[1810]/src
NDAR_V02_1812,"Library of Congress, Washington",,"1. US Revolution, LC. This letter, with many others, was found on board the prize Betsey.",doc,/TaggedPDF-doc/div/doc[1812]/src
NDAR_V02_1813,"National Archives, Washington",,"1. Intercepted Letters, Papers CC, 51, I, 439, NA. Taken from the prize Betsey, this letter was forwarded to Congress in George Washington's letter of December 18, 1775.",doc,/TaggedPDF-doc/div/doc[1813]/src
NDAR_V02_1814,"National Archives, Washington",,"1. Intercepted Letters, Papers CC, 51, I, 451-454, NA. Forwarded to Congress in George Washington's letter of December 18, 1775.",doc,/TaggedPDF-doc/div/doc[1814]/src
NDAR_V02_1815,,"Wachovia Archives, Winston-Salem, N.C.; printed in Adelaide L. Fries, ed., Records of the Moravians in North Carolina, (Raleigh, 1925).","1. Fries, ed., Moravians in North Carolina, II, 892.",doc,/TaggedPDF-doc/div/doc[1815]/src
NDAR_V02_1816,"New York Public Library, New York",,"1. Emmet Autograph Collection, NYPL.",doc,/TaggedPDF-doc/div/doc[1816]/src
NDAR_V02_1817,,,"1. Collections of the South-Carolina Historical Society, III, 39-42.",doc,/TaggedPDF-doc/div/doc[1817]/src
NDAR_V02_1818,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1818]/src
NDAR_V02_1819,"Public Record Office, London",,"1. PRO, Admiralty 52/1884.",doc,/TaggedPDF-doc/div/doc[1819]/src
NDAR_V02_1820,,,"1. Bartlett Papers, No. 5516, BHS.",doc,/TaggedPDF-doc/div/doc[1820]/src
NDAR_V02_1821,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1821]/src
NDAR_V02_1822,"Massachusetts Historical Society, Boston",,"1. Green Papers, MassHS.",doc,/TaggedPDF-doc/div/doc[1822]/src
NDAR_V02_1823,"Massachusetts Historical Society, Boston",,"1. Adams Papers, MassHS.",doc,/TaggedPDF-doc/div/doc[1823]/src
NDAR_V02_1824,"Massachusetts Historical Society, Boston",,"1. Adams Papers, MassHS.",doc,/TaggedPDF-doc/div/doc[1824]/src
NDAR_V02_1825,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, II, 8, BM.",doc,/TaggedPDF-doc/div/doc[1825]/src
NDAR_V02_1826,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, II, 13, BM.",doc,/TaggedPDF-doc/div/doc[1826]/src
NDAR_V02_1827,"Public Record Office, London",,"1. PRO, Colonial Office, 5/92.",doc,/TaggedPDF-doc/div/doc[1827]/src
NDAR_V02_1828,"Massachusetts Historical Society, Boston",,"1. Adams Papers, MassHS.",doc,/TaggedPDF-doc/div/doc[1828]/src
NDAR_V02_1829,"John Carter Brown Library, Providence",,"1. Brown Papers, JCBL.",doc,/TaggedPDF-doc/div/doc[1829]/src
NDAR_V02_1830,,,"1. Knollenberg, ed., Ward Papers, 133-135.",doc,/TaggedPDF-doc/div/doc[1830]/src
NDAR_V02_1831,"Newport Historical Society, Newport",,1. NHS.,doc,/TaggedPDF-doc/div/doc[1831]/src
NDAR_V02_1832,"Public Record Office, London",,"1. PRO, Admiralty 51/637.",doc,/TaggedPDF-doc/div/doc[1832]/src
NDAR_V02_1833,"Dominion (Public) Archives of Canada, Ottawa",,"1. PRO, Colonial Office, 217/52, Nova Scotia Papers, DAC Photocopy.",doc,/TaggedPDF-doc/div/doc[1833]/src
NDAR_V02_1834,"University of Virginia Library, Charlottesville",,"1. Hamond Papers, Letter Book 1771-1776, UVL.",doc,/TaggedPDF-doc/div/doc[1834]/src
NDAR_V02_1835,,"John C. Fitzpatrick, ed., The Writings of George Washington (Washington, 1921-1940). ","1. Fitzpatrick, ed., Writings of Washington, IV, 141-145.",doc,/TaggedPDF-doc/div/doc[1835]/src
NDAR_V02_1836,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1836]/src
NDAR_V02_1837,"Library of Congress, Washington",,"1. Washington Papers, LC. Ibid., a similar letter to Colonel Glover.",doc,/TaggedPDF-doc/div/doc[1837]/src
NDAR_V02_1839,"Massachusetts Historical Society, Boston",,"1. Green Papers, MassHS.",doc,/TaggedPDF-doc/div/doc[1839]/src
NDAR_V02_1840,"Massachusetts Historical Society, Boston",,"1. Adams Papers, MassHS.",doc,/TaggedPDF-doc/div/doc[1840]/src
NDAR_V02_1842,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, II, 8-9, BM.",doc,/TaggedPDF-doc/div/doc[1842]/src
NDAR_V02_1843,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, II, 9-10, BM.",doc,/TaggedPDF-doc/div/doc[1843]/src
NDAR_V02_1844,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, II, 10-12, BM.",doc,/TaggedPDF-doc/div/doc[1844]/src
NDAR_V02_1845,"British Museum, London",,"1. Haldimand Papers, BM.",doc,/TaggedPDF-doc/div/doc[1845]/src
NDAR_V02_1846,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1846]/src
NDAR_V02_1847,"Library of Congress, Washington",,"1. Rhode Island Miscellany, LC.",doc,/TaggedPDF-doc/div/doc[1847]/src
NDAR_V02_1849,,"William H. W. Sabine, ed., Historical Memoirs from 16 March 1763 to 9 July 1776 of William Smith, Historian of the Province of New York, Member of the Governor's Council and last Chief Justice of That Province under the Crown (New York, 1956). ","1. Sabine, ed., Memoirs of William Smith, 251, 252.",doc,/TaggedPDF-doc/div/doc[1849]/src
NDAR_V02_1850,,,"1. New York Gazette, December 11, 1775.",doc,/TaggedPDF-doc/div/doc[1850]/src
NDAR_V02_1851,"Public Record Office, London",,"1. The journal of H.M.S. Asia: ""Wednesdy 29 November 1775. P M Arriv'd the George Sloop from Boston sent 2 petty Officers & 20 Men on board her wth 3 days Provision Thursday 30 A M She Sail'd up the Et. River  Sunday 3 Decemr A M Arrived the Sloop George."" PRO, Admiralty 51/67.",doc,/TaggedPDF-doc/div/doc[1851]/src
NDAR_V02_1852,,"Worthington C. Ford, et al., eds., Journals of the Continental Congress (Washington, 1904-1937).","1. Ford, ed., JCC, III, 402-404.",doc,/TaggedPDF-doc/div/doc[1852]/src
NDAR_V02_1853,,,"1. Pennsylvania Colonial Records, X, 420.",doc,/TaggedPDF-doc/div/doc[1853]/src
NDAR_V02_1854,"Library of Congress, Washington",,"1. Baltimore Committee, LC.",doc,/TaggedPDF-doc/div/doc[1854]/src
NDAR_V02_1855,"Library of Congress, Washington",,"1. Woolsey & Salmon Letter Book, LC.",doc,/TaggedPDF-doc/div/doc[1855]/src
NDAR_V02_1856,"Maryland Historical Society, Baltimore",,"1. Smith Letter Book, MdHS.",doc,/TaggedPDF-doc/div/doc[1856]/src
NDAR_V02_1857,,,"1. Purdie's Virginia Gazette, December 8, 1775.",doc,/TaggedPDF-doc/div/doc[1857]/src
NDAR_V02_1858,,,"1. Collections of the South-Carolina Historical Society, III, 44, 46.",doc,/TaggedPDF-doc/div/doc[1858]/src
NDAR_V02_1859,,,"1. Collections of the South-Carolina Historical Society, III, 47-48.",doc,/TaggedPDF-doc/div/doc[1859]/src
NDAR_V02_1860,"Library of Congress, Washington",,"1. John Hancock Papers, III, 287-291, LC.",doc,/TaggedPDF-doc/div/doc[1860]/src
NDAR_V02_1861,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1861]/src
NDAR_V02_1862,"Public Record Office, London",,"1. PRO, Colonial Office, 217/52.",doc,/TaggedPDF-doc/div/doc[1862]/src
NDAR_V02_1863,"Public Record Office, London",,"1. PRO, Colonial Office, 217/52.",doc,/TaggedPDF-doc/div/doc[1863]/src
NDAR_V02_1864,"Dominion (Public) Archives of Canada, Ottawa",,"1. Dartmouth Manuscripts, vol. 11, No. 2514, DAC.",doc,/TaggedPDF-doc/div/doc[1864]/src
NDAR_V02_1865,,,"1. The Continental schooners Hancock, Nicholson Broughton, and Franklin, John Selman.",doc,/TaggedPDF-doc/div/doc[1865]/src
NDAR_V02_1866,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1866]/src
NDAR_V02_1867,,"John C. Fitzpatrick, ed., The Writings of George Washington (Washington, 1921-1940). ","1. Fitzpatrick, ed., Writings of Washington, IV, 148, 149.",doc,/TaggedPDF-doc/div/doc[1867]/src
NDAR_V02_1868,"American Philosophical Society, Philadelphia",,"1. Franklin Papers, IV, No. 73, APS.",doc,/TaggedPDF-doc/div/doc[1868]/src
NDAR_V02_1869,,,"1. Reed, Life and Correspondence of Joseph Reed, I, 133, 134.",doc,/TaggedPDF-doc/div/doc[1869]/src
NDAR_V02_1870,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1870]/src
NDAR_V02_1871,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1871]/src
NDAR_V02_1872,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1872]/src
NDAR_V02_1873,"Franklin D. Roosevelt Library, Hyde Park, New York",,1. FDRL.,doc,/TaggedPDF-doc/div/doc[1873]/src
NDAR_V02_1874,,"Warren-Adams Letters, Being Chiefly a Correspondence Among John Adams, Samuel Adams, and James Warren, 1743-1814 (Boston, 1917-25). ","1. Warren-Adams Letters, II, 427-429.",doc,/TaggedPDF-doc/div/doc[1874]/src
NDAR_V02_1875,"Massachusetts Historical Society, Boston",,"1. Adams Papers, MassHS.",doc,/TaggedPDF-doc/div/doc[1875]/src
NDAR_V02_1876,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, II, 14, BM.",doc,/TaggedPDF-doc/div/doc[1876]/src
NDAR_V02_1877,"Public Record Office, London",,"1. PRO, Admiralty 51/375.",doc,/TaggedPDF-doc/div/doc[1877]/src
NDAR_V02_1878,"Public Record Office, London",,"1. PRO, Admiralty 36/7506.",doc,/TaggedPDF-doc/div/doc[1878]/src
NDAR_V02_1879,,,"1. Worthington C. Ford, ed., Commerce of Rhode Island, 1726-1800 (Boston, 1915), II, 33-34.",doc,/TaggedPDF-doc/div/doc[1879]/src
NDAR_V02_1880,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[1880]/src
NDAR_V02_1881,"Public Record Office, London",,"1. PRO, Admiralty 1/484.",doc,/TaggedPDF-doc/div/doc[1881]/src
NDAR_V02_1882,,"Worthington C. Ford, et al., eds., Journals of the Continental Congress (Washington, 1904-1937).","1. Ford, ed., JCC, III, 405-407.",doc,/TaggedPDF-doc/div/doc[1882]/src
NDAR_V02_1883,,,"1. Collections of the Connecticut Historical Society, II, 327-332.",doc,/TaggedPDF-doc/div/doc[1883]/src
NDAR_V02_1884,,,"1. Pennsylvania Colonial Records, X, 420-421.",doc,/TaggedPDF-doc/div/doc[1884]/src
NDAR_V02_1885,"Pennsylvania Archives, Harrisburg",,"1. Committee of Safety, Navy Papers, Pa. Arch.",doc,/TaggedPDF-doc/div/doc[1885]/src
NDAR_V02_1886,"Maryland Archives (Hall of Records), Annapolis",,"1. Md. Arch., Revolutionary Papers, Box 10.",doc,/TaggedPDF-doc/div/doc[1886]/src
NDAR_V02_1887,"Maryland Archives (Hall of Records), Annapolis",,"1. Md. Arch., Red Book, XL",doc,/TaggedPDF-doc/div/doc[1887]/src
NDAR_V02_1888,,,"1. Purdie's Virginia Gazette, December 8, 1775.",doc,/TaggedPDF-doc/div/doc[1888]/src
NDAR_V02_1889,,,"1. Collections of the South-Carolina Historical Society, III, 51, 52.",doc,/TaggedPDF-doc/div/doc[1889]/src
NDAR_V02_1890,"Public Record Office, London",,"1. PRO, Admiralty 51/872.",doc,/TaggedPDF-doc/div/doc[1890]/src
NDAR_V02_1891,"University of Virginia Library, Charlottesville",,"1. Hamond Papers, Letter Book 1771-1776, UVL.",doc,/TaggedPDF-doc/div/doc[1891]/src
NDAR_V02_1892,,"Nathaniel Bouton, ed., Provincial Papers, Documents and Records Relating to the Province of New Hampshire From 1764 to 1776, (Nashua, 1873). ","1. Bouton, ed., Documents and Records of New Hampshire, VII, 391, 392.",doc,/TaggedPDF-doc/div/doc[1892]/src
